source,identifier,title,description
ACERT,CWE-494,CWE-494 (Download of Code Without Integrity Check) is present in a module,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.
ACERT,CWE-495,CWE-495 (Private Data Structure Returned From A Public Method) is present in a module,"The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways."
ACERT,CWE-496,CWE-496 (Public Data Assigned to Private Array-Typed Field) is present in a module,Assigning public data to a private array is equivalent to giving public access to the array.
ACERT,CWE-497,CWE-497 (Exposure of Sensitive System Information to an Unauthorized Control Sphere) is present in a module,The application does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the application does.
ACERT,CWE-498,CWE-498 (Cloneable Class Containing Sensitive Information) is present in a module,"The code contains a class with sensitive data, but the class is cloneable. The data can then be accessed by cloning the class."
ACERT,CWE-499,CWE-499 (Serializable Class Containing Sensitive Data) is present in a module,"The code contains a class with sensitive data, but the class does not explicitly deny serialization. The data can be accessed by serializing the class through another class."
ACERT,CWE-500,CWE-500 (Public Static Field Not Marked Final) is present in a module,"An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways."
ACERT,CWE-501,CWE-501 (Trust Boundary Violation) is present in a module,The product mixes trusted and untrusted data in the same data structure or structured message.
ACERT,CWE-502,CWE-502 (Deserialization of Untrusted Data) is present in a module,The application deserializes untrusted data without sufficiently verifying that the resulting data will be valid.
ACERT,CWE-506,CWE-506 (Embedded Malicious Code) is present in a module,The application contains code that appears to be malicious in nature.
ACERT,CWE-507,CWE-507 (Trojan Horse) is present in a module,"The software appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator."
ACERT,CWE-508,CWE-508 (Non-Replicating Malicious Code) is present in a module,Non-replicating malicious code only resides on the target system or software that is attacked; it does not attempt to spread to other systems.
ACERT,CWE-509,CWE-509 (Replicating Malicious Code (Virus or Worm)) is present in a module,"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or software."
ACERT,CWE-510,CWE-510 (Trapdoor) is present in a module,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism."
ACERT,CWE-511,CWE-511 (Logic/Time Bomb) is present in a module,"The software contains code that is designed to disrupt the legitimate operation of the software (or its environment) when a certain time passes, or when a certain logical condition is met."
ACERT,CWE-512,CWE-512 (Spyware) is present in a module,"The software collects personally identifiable information about a human user or the user's activities, but the software accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the software."
ACERT,CWE-514,CWE-514 (Covert Channel) is present in a module,A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.
ACERT,CWE-515,CWE-515 (Covert Storage Channel) is present in a module,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.
ACERT,CWE-520,CWE-520 (.NET Misconfiguration: Use of Impersonation) is present in a module,Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.
ACERT,CWE-521,CWE-521 (Weak Password Requirements) is present in a module,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts."
ACERT,CWE-522,CWE-522 (Insufficiently Protected Credentials) is present in a module,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval."
ACERT,CWE-523,CWE-523 (Unprotected Transport of Credentials) is present in a module,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.
ACERT,CWE-524,CWE-524 (Use of Cache Containing Sensitive Information) is present in a module,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere."
ACERT,CWE-525,CWE-525 (Use of Web Browser Cache Containing Sensitive Information) is present in a module,The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.
ACERT,CWE-526,CWE-526 (Exposure of Sensitive Information Through Environmental Variables) is present in a module,Environmental variables may contain sensitive information about a remote server.
ACERT,CWE-527,CWE-527 (Exposure of Version-Control Repository to an Unauthorized Control Sphere) is present in a module,"The product stores a CVS, git, or other repository in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors."
ACERT,CWE-528,CWE-528 (Exposure of Core Dump File to an Unauthorized Control Sphere) is present in a module,"The product generates a core dump file in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors."
ACERT,CWE-529,CWE-529 (Exposure of Access Control List Files to an Unauthorized Control Sphere) is present in a module,The product stores access control list files in a directory or other container that is accessible to actors outside of the intended control sphere.
ACERT,CWE-530,CWE-530 (Exposure of Backup File to an Unauthorized Control Sphere) is present in a module,A backup file is stored in a directory or archive that is made accessible to unauthorized actors.
ACERT,CWE-531,CWE-531 (Inclusion of Sensitive Information in Test Code) is present in a module,"Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions."
ACERT,CWE-532,CWE-532 (Insertion of Sensitive Information into Log File) is present in a module,Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.
ACERT,CWE-535,CWE-535 (Exposure of Information Through Shell Error Message) is present in a module,"A command shell error message indicates that there exists an unhandled exception in the web application code. In many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system."
ACERT,CWE-536,CWE-536 (Servlet Runtime Error Message Containing Sensitive Information) is present in a module,A servlet error message indicates that there exists an unhandled exception in your web application code and may provide useful information to an attacker.
ACERT,CWE-537,CWE-537 (Java Runtime Error Message Containing Sensitive Information) is present in a module,"In many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system."
ACERT,CWE-538,CWE-538 (Insertion of Sensitive Information into Externally-Accessible File or Directory) is present in a module,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information."
ACERT,CWE-539,CWE-539 (Use of Persistent Cookies Containing Sensitive Information) is present in a module,"The web application uses persistent cookies, but the cookies contain sensitive information."
ACERT,CWE-540,CWE-540 (Inclusion of Sensitive Information in Source Code) is present in a module,Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.
ACERT,CWE-541,CWE-541 (Inclusion of Sensitive Information in an Include File) is present in a module,"If an include file source is accessible, the file can contain usernames and passwords, as well as sensitive information pertaining to the application and system."
ACERT,CWE-543,CWE-543 (Use of Singleton Pattern Without Synchronization in a Multithreaded Context) is present in a module,The software uses the singleton pattern when creating a resource within a multithreaded environment.
ACERT,CWE-544,CWE-544 (Missing Standardized Error Handling Mechanism) is present in a module,"The software does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses."
ACERT,CWE-546,CWE-546 (Suspicious Comment) is present in a module,"The code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses."
ACERT,CWE-547,"CWE-547 (Use of Hard-coded, Security-relevant Constants) is present in a module","The program uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change."
ACERT,CWE-548,CWE-548 (Exposure of Information Through Directory Listing) is present in a module,"A directory listing is inappropriately exposed, yielding potentially sensitive information to attackers."
ACERT,CWE-549,CWE-549 (Missing Password Field Masking) is present in a module,"The software does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords."
ACERT,CWE-550,CWE-550 (Server-generated Error Message Containing Sensitive Information) is present in a module,"Certain conditions, such as network failure, will cause a server error message to be displayed."
ACERT,CWE-551,CWE-551 (Incorrect Behavior Order: Authorization Before Parsing and Canonicalization) is present in a module,"If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection."
ACERT,CWE-552,CWE-552 (Files or Directories Accessible to External Parties) is present in a module,"The product makes files or directories accessible to unauthorized actors, even though they should not be."
ACERT,CWE-553,CWE-553 (Command Shell in Externally Accessible Directory) is present in a module,A possible shell file exists in /cgi-bin/ or other accessible directories. This is extremely dangerous and can be used by an attacker to execute commands on the web server.
ACERT,CWE-554,CWE-554 (ASP.NET Misconfiguration: Not Using Input Validation Framework) is present in a module,The ASP.NET application does not use an input validation framework.
ACERT,CWE-555,CWE-555 (J2EE Misconfiguration: Plaintext Password in Configuration File) is present in a module,The J2EE application stores a plaintext password in a configuration file.
ACERT,CWE-556,CWE-556 (ASP.NET Misconfiguration: Use of Identity Impersonation) is present in a module,Configuring an ASP.NET application to run with impersonated credentials may give the application unnecessary privileges.
ACERT,CWE-558,CWE-558 (Use of getlogin() in Multithreaded Application) is present in a module,"The application uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values."
ACERT,CWE-560,CWE-560 (Use of umask() with chmod-style Argument) is present in a module,The product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().
ACERT,CWE-561,CWE-561 (Dead Code) is present in a module,"The software contains dead code, which can never be executed."
ACERT,CWE-562,CWE-562 (Return of Stack Variable Address) is present in a module,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash."
ACERT,CWE-563,CWE-563 (Assignment to Variable without Use) is present in a module,"The variable's value is assigned but never used, making it a dead store."
ACERT,CWE-564,CWE-564 (SQL Injection: Hibernate) is present in a module,Using Hibernate to execute a dynamic SQL statement built with user-controlled input can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.
ACERT,CWE-565,CWE-565 (Reliance on Cookies without Validation and Integrity Checking) is present in a module,"The application relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user."
ACERT,CWE-566,CWE-566 (Authorization Bypass Through User-Controlled SQL Primary Key) is present in a module,"The software uses a database table that includes records that should not be accessible to an actor, but it executes a SQL statement with a primary key that can be controlled by that actor."
ACERT,CWE-567,CWE-567 (Unsynchronized Access to Shared Data in a Multithreaded Context) is present in a module,"The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes."
ACERT,CWE-568,CWE-568 (finalize() Method Without super.finalize()) is present in a module,The software contains a finalize() method that does not call super.finalize().
ACERT,CWE-570,CWE-570 (Expression is Always False) is present in a module,The software contains an expression that will always evaluate to false.
ACERT,CWE-571,CWE-571 (Expression is Always True) is present in a module,The software contains an expression that will always evaluate to true.
ACERT,CWE-572,CWE-572 (Call to Thread run() instead of start()) is present in a module,"The program calls a thread's run() method instead of calling start(), which causes the code to run in the thread of the caller instead of the callee."
ACERT,CWE-573,CWE-573 (Improper Following of Specification by Caller) is present in a module,"The software does not follow or incorrectly follows the specifications as required by the implementation language, environment, framework, protocol, or platform."
ACERT,CWE-574,CWE-574 (EJB Bad Practices: Use of Synchronization Primitives) is present in a module,The program violates the Enterprise JavaBeans (EJB) specification by using thread synchronization primitives.
ACERT,CWE-575,CWE-575 (EJB Bad Practices: Use of AWT Swing) is present in a module,The program violates the Enterprise JavaBeans (EJB) specification by using AWT/Swing.
ACERT,CWE-576,CWE-576 (EJB Bad Practices: Use of Java I/O) is present in a module,The program violates the Enterprise JavaBeans (EJB) specification by using the java.io package.
ACERT,CWE-577,CWE-577 (EJB Bad Practices: Use of Sockets) is present in a module,The program violates the Enterprise JavaBeans (EJB) specification by using sockets.
ACERT,CWE-578,CWE-578 (EJB Bad Practices: Use of Class Loader) is present in a module,The program violates the Enterprise JavaBeans (EJB) specification by using the class loader.
ACERT,CWE-579,CWE-579 (J2EE Bad Practices: Non-serializable Object Stored in Session) is present in a module,"The application stores a non-serializable object as an HttpSession attribute, which can hurt reliability."
ACERT,CWE-580,CWE-580 (clone() Method Without super.clone()) is present in a module,The software contains a clone() method that does not call super.clone() to obtain the new object.
ACERT,CWE-581,CWE-581 (Object Model Violation: Just One of Equals and Hashcode Defined) is present in a module,The software does not maintain equal hashcodes for equal objects.
ACERT,CWE-582,"CWE-582 (Array Declared Public, Final, and Static) is present in a module","The program declares an array public, final, and static, which is not sufficient to prevent the array's contents from being modified."
ACERT,CWE-583,CWE-583 (finalize() Method Declared Public) is present in a module,The program violates secure coding principles for mobile code by declaring a finalize() method public.
ACERT,CWE-584,CWE-584 (Return Inside Finally Block) is present in a module,"The code has a return statement inside a finally block, which will cause any thrown exception in the try block to be discarded."
ACERT,CWE-585,CWE-585 (Empty Synchronized Block) is present in a module,The software contains an empty synchronized block.
ACERT,CWE-586,CWE-586 (Explicit Call to Finalize()) is present in a module,The software makes an explicit call to the finalize() method from outside the finalizer.
ACERT,CWE-587,CWE-587 (Assignment of a Fixed Address to a Pointer) is present in a module,The software sets a pointer to a specific address other than NULL or 0.
ACERT,CWE-588,CWE-588 (Attempt to Access Child of a Non-structure Pointer) is present in a module,Casting a non-structure type to a structure type and accessing a field can lead to memory access errors or data corruption.
ACERT,CWE-589,CWE-589 (Call to Non-ubiquitous API) is present in a module,The software uses an API function that does not exist on all versions of the target platform. This could cause portability problems or inconsistencies that allow denial of service or other consequences.
ACERT,CWE-590,CWE-590 (Free of Memory not on the Heap) is present in a module,"The application calls free() on a pointer to memory that was not allocated using associated heap allocation functions such as malloc(), calloc(), or realloc()."
ACERT,CWE-591,CWE-591 (Sensitive Data Storage in Improperly Locked Memory) is present in a module,"The application stores sensitive data in memory that is not locked, or that has been incorrectly locked, which might cause the memory to be written to swap files on disk by the virtual memory manager. This can make the data more accessible to external actors."
ACERT,CWE-593,CWE-593 (Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created) is present in a module,The software modifies the SSL context after connection creation has begun.
ACERT,CWE-594,CWE-594 (J2EE Framework: Saving Unserializable Objects to Disk) is present in a module,When the J2EE container attempts to write unserializable objects to disk there is no guarantee that the process will complete successfully.
ACERT,CWE-595,CWE-595 (Comparison of Object References Instead of Object Contents) is present in a module,"The program compares object references instead of the contents of the objects themselves, preventing it from detecting equivalent objects."
ACERT,CWE-597,CWE-597 (Use of Wrong Operator in String Comparison) is present in a module,"The product uses the wrong operator when comparing a string, such as using == when the .equals() method should be used instead."
ACERT,CWE-598,CWE-598 (Use of GET Request Method With Sensitive Query Strings) is present in a module,The web application uses the HTTP GET method to process a request and includes sensitive information in the query string of that request.
ACERT,CWE-599,CWE-599 (Missing Validation of OpenSSL Certificate) is present in a module,The software uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.
ACERT,CWE-600,CWE-600 (Uncaught Exception in Servlet ) is present in a module,"The Servlet does not catch all exceptions, which may reveal sensitive debugging information."
ACERT,CWE-601,CWE-601 (URL Redirection to Untrusted Site ('Open Redirect')) is present in a module,"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks."
ACERT,CWE-602,CWE-602 (Client-Side Enforcement of Server-Side Security) is present in a module,The software is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.
ACERT,CWE-603,CWE-603 (Use of Client-Side Authentication) is present in a module,"A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check."
ACERT,CWE-605,CWE-605 (Multiple Binds to the Same Port) is present in a module,"When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed."
ACERT,CWE-606,CWE-606 (Unchecked Input for Loop Condition) is present in a module,"The product does not properly check inputs that are used for loop conditions, potentially leading to a denial of service or other consequences because of excessive looping."
ACERT,CWE-607,CWE-607 (Public Static Final Field References Mutable Object) is present in a module,"A public or protected static final field references a mutable object, which allows the object to be changed by malicious code, or accidentally from another package."
ACERT,CWE-608,CWE-608 (Struts: Non-private Field in ActionForm Class) is present in a module,"An ActionForm class contains a field that has not been declared private, which can be accessed without using a setter or getter."
ACERT,CWE-609,CWE-609 (Double-Checked Locking) is present in a module,"The program uses double-checked locking to access a resource without the overhead of explicit synchronization, but the locking is insufficient."
ACERT,CWE-610,CWE-610 (Externally Controlled Reference to a Resource in Another Sphere) is present in a module,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere.
ACERT,CWE-611,CWE-611 (Improper Restriction of XML External Entity Reference) is present in a module,"The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output."
ACERT,CWE-612,CWE-612 (Improper Authorization of Index Containing Sensitive Information) is present in a module,"The product creates a search index of private or sensitive documents, but it does not properly limit index access to actors who are authorized to see the original information."
ACERT,CWE-613,CWE-613 (Insufficient Session Expiration) is present in a module,"According to WASC, Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization."
ACERT,CWE-614,CWE-614 (Sensitive Cookie in HTTPS Session Without 'Secure' Attribute) is present in a module,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session."
ACERT,CWE-615,CWE-615 (Inclusion of Sensitive Information in Source Code Comments) is present in a module,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc."
ACERT,CWE-616,CWE-616 (Incomplete Identification of Uploaded File Variables (PHP)) is present in a module,"The PHP application uses an old method for processing uploaded files by referencing the four global variables that are set for each file (e.g. $varname, $varname_size, $varname_name, $varname_type). These variables could be overwritten by attackers, causing the application to process unauthorized files."
ACERT,CWE-617,CWE-617 (Reachable Assertion) is present in a module,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary."
ACERT,CWE-618,CWE-618 (Exposed Unsafe ActiveX Method) is present in a module,"An ActiveX control is intended for use in a web browser, but it exposes dangerous methods that perform actions that are outside of the browser's security model (e.g. the zone or domain)."
ACERT,CWE-619,CWE-619 (Dangling Database Cursor ('Cursor Injection')) is present in a module,"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor dangling."
ACERT,CWE-620,CWE-620 (Unverified Password Change) is present in a module,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication."
ACERT,CWE-621,CWE-621 (Variable Extraction Error) is present in a module,"The product uses external input to determine the names of variables into which information is extracted, without verifying that the names of the specified variables are valid. This could cause the program to overwrite unintended variables."
ACERT,CWE-622,CWE-622 (Improper Validation of Function Hook Arguments) is present in a module,"The product adds hooks to user-accessible API functions, but it does not properly validate the arguments. This could lead to resultant vulnerabilities."
ACERT,CWE-623,CWE-623 (Unsafe ActiveX Control Marked Safe For Scripting) is present in a module,"An ActiveX control is intended for restricted use, but it has been marked as safe-for-scripting."
ACERT,CWE-624,CWE-624 (Executable Regular Expression Error) is present in a module,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers."
ACERT,CWE-625,CWE-625 (Permissive Regular Expression) is present in a module,The product uses a regular expression that does not sufficiently restrict the set of allowed values.
ACERT,CWE-626,CWE-626 (Null Byte Interaction Error (Poison Null Byte)) is present in a module,The product does not properly handle null bytes or NUL characters when passing data between different representations or components.
ACERT,CWE-627,CWE-627 (Dynamic Variable Evaluation) is present in a module,"In a language where the user can influence the name of a variable at runtime, if the variable names are not controlled, an attacker can read or write to arbitrary variables, or access arbitrary functions."
ACERT,CWE-628,CWE-628 (Function Call with Incorrectly Specified Arguments) is present in a module,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses."
ACERT,CWE-636,CWE-636 (Not Failing Securely ('Failing Open')) is present in a module,"When the product encounters an error condition or failure, its design requires it to fall back to a state that is less secure than other options that are available, such as selecting the weakest encryption algorithm or using the most permissive access control restrictions."
ACERT,CWE-637,CWE-637 (Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism')) is present in a module,"The software uses a more complex mechanism than necessary, which could lead to resultant weaknesses when the mechanism is not correctly understood, modeled, configured, implemented, or used."
ACERT,CWE-638,CWE-638 (Not Using Complete Mediation) is present in a module,"The software does not perform access checks on a resource every time the resource is accessed by an entity, which can create resultant weaknesses if that entity's rights or privileges change over time."
ACERT,CWE-639,CWE-639 (Authorization Bypass Through User-Controlled Key) is present in a module,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.
ACERT,CWE-640,CWE-640 (Weak Password Recovery Mechanism for Forgotten Password) is present in a module,"The software contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak."
ACERT,CWE-641,CWE-641 (Improper Restriction of Names for Files and Other Resources) is present in a module,"The application constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name."
ACERT,CWE-642,CWE-642 (External Control of Critical State Data) is present in a module,"The software stores security-critical state information about its users, or the software itself, in a location that is accessible to unauthorized actors."
ACERT,CWE-643,CWE-643 (Improper Neutralization of Data within XPath Expressions ('XPath Injection')) is present in a module,"The software uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."
ACERT,CWE-644,CWE-644 (Improper Neutralization of HTTP Headers for Scripting Syntax) is present in a module,"The application does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash."
ACERT,CWE-645,CWE-645 (Overly Restrictive Account Lockout Mechanism) is present in a module,"The software contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out."
ACERT,CWE-646,CWE-646 (Reliance on File Name or Extension of Externally-Supplied File) is present in a module,"The software allows a file to be uploaded, but it relies on the file name or extension of the file to determine the appropriate behaviors. This could be used by attackers to cause the file to be misclassified and processed in a dangerous fashion."
ACERT,CWE-647,CWE-647 (Use of Non-Canonical URL Paths for Authorization Decisions) is present in a module,The software defines policy namespaces and makes authorization decisions based on the assumption that a URL is canonical. This can allow a non-canonical URL to bypass the authorization.
ACERT,CWE-648,CWE-648 (Incorrect Use of Privileged APIs) is present in a module,The application does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.
ACERT,CWE-649,CWE-649 (Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking) is present in a module,"The software uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the software does not use integrity checks to detect if those inputs have been modified."
ACERT,CWE-650,CWE-650 (Trusting HTTP Permission Methods on the Server Side) is present in a module,"The server contains a protection mechanism that assumes that any URI that is accessed using HTTP GET will not cause a state change to the associated resource. This might allow attackers to bypass intended access restrictions and conduct resource modification and deletion attacks, since some applications allow GET to modify state."
ACERT,CWE-651,CWE-651 (Exposure of WSDL File Containing Sensitive Information) is present in a module,The Web services architecture may require exposing a Web Service Definition Language (WSDL) file that contains information on the publicly accessible services and how callers of these services should interact with them (e.g. what parameters they expect and what types they return).
ACERT,CWE-652,CWE-652 (Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')) is present in a module,"The software uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."
ACERT,CWE-653,CWE-653 (Improper Isolation or Compartmentalization) is present in a module,"The product does not properly compartmentalize or isolate functionality, processes, or resources that require different privilege levels, rights, or permissions."
ACERT,CWE-654,CWE-654 (Reliance on a Single Factor in a Security Decision) is present in a module,"A protection mechanism relies exclusively, or to a large extent, on the evaluation of a single condition or the integrity of a single object or entity in order to make a decision about granting access to restricted resources or functionality."
ACERT,CWE-655,CWE-655 (Insufficient Psychological Acceptability) is present in a module,"The software has a protection mechanism that is too difficult or inconvenient to use, encouraging non-malicious users to disable or bypass the mechanism, whether by accident or on purpose."
ACERT,CWE-656,CWE-656 (Reliance on Security Through Obscurity) is present in a module,"The software uses a protection mechanism whose strength depends heavily on its obscurity, such that knowledge of its algorithms or key data is sufficient to defeat the mechanism."
ACERT,CWE-657,CWE-657 (Violation of Secure Design Principles) is present in a module,The product violates well-established principles for secure design.
ACERT,CWE-662,CWE-662 (Improper Synchronization) is present in a module,"The software utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes."
ACERT,CWE-663,CWE-663 (Use of a Non-reentrant Function in a Concurrent Context) is present in a module,The software calls a non-reentrant function in a concurrent context in which a competing code sequence (e.g. thread or signal handler) may have an opportunity to call the same function or otherwise influence its state.
ACERT,CWE-664,CWE-664 (Improper Control of a Resource Through its Lifetime) is present in a module,"The software does not maintain or incorrectly maintains control over a resource throughout its lifetime of creation, use, and release."
ACERT,CWE-665,CWE-665 (Improper Initialization) is present in a module,"The software does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used."
ACERT,CWE-666,CWE-666 (Operation on Resource in Wrong Phase of Lifetime) is present in a module,"The software performs an operation on a resource at the wrong phase of the resource's lifecycle, which can lead to unexpected behaviors."
ACERT,CWE-667,CWE-667 (Improper Locking) is present in a module,"The software does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors."
ACERT,CWE-668,CWE-668 (Exposure of Resource to Wrong Sphere) is present in a module,"The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource."
ACERT,CWE-669,CWE-669 (Incorrect Resource Transfer Between Spheres) is present in a module,"The product does not properly transfer a resource/behavior to another sphere, or improperly imports a resource/behavior from another sphere, in a manner that provides unintended control over that resource."
ACERT,CWE-670,CWE-670 (Always-Incorrect Control Flow Implementation) is present in a module,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated."
ACERT,CWE-671,CWE-671 (Lack of Administrator Control over Security) is present in a module,The product uses security features in a way that prevents the product's administrator from tailoring security settings to reflect the environment in which the product is being used. This introduces resultant weaknesses or prevents it from operating at a level of security that is desired by the administrator.
ACERT,CWE-672,CWE-672 (Operation on a Resource after Expiration or Release) is present in a module,"The software uses, accesses, or otherwise operates on a resource after that resource has been expired, released, or revoked."
ACERT,CWE-673,CWE-673 (External Influence of Sphere Definition) is present in a module,The product does not prevent the definition of control spheres from external actors.
ACERT,CWE-674,CWE-674 (Uncontrolled Recursion) is present in a module,"The product does not properly control the amount of recursion which takes place, consuming excessive resources, such as allocated memory or the program stack."
ACERT,CWE-675,CWE-675 (Multiple Operations on Resource in Single-Operation Context) is present in a module,"The product performs the same operation on a resource two or more times, when the operation should only be applied once."
ACERT,CWE-676,CWE-676 (Use of Potentially Dangerous Function) is present in a module,"The program invokes a potentially dangerous function that could introduce a vulnerability if it is used incorrectly, but the function can also be used safely."
ACERT,CWE-680,CWE-680 (Integer Overflow to Buffer Overflow) is present in a module,"The product performs a calculation to determine how much memory to allocate, but an integer overflow can occur that causes less memory to be allocated than expected, leading to a buffer overflow."
ACERT,CWE-681,CWE-681 (Incorrect Conversion between Numeric Types) is present in a module,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur."
ACERT,CWE-682,CWE-682 (Incorrect Calculation) is present in a module,The software performs a calculation that generates incorrect or unintended results that are later used in security-critical decisions or resource management.
ACERT,CWE-683,CWE-683 (Function Call With Incorrect Order of Arguments) is present in a module,"The software calls a function, procedure, or routine, but the caller specifies the arguments in an incorrect order, leading to resultant weaknesses."
ACERT,CWE-684,CWE-684 (Incorrect Provision of Specified Functionality) is present in a module,"The code does not function according to its published specifications, potentially leading to incorrect usage."
ACERT,CWE-685,CWE-685 (Function Call With Incorrect Number of Arguments) is present in a module,"The software calls a function, procedure, or routine, but the caller specifies too many arguments, or too few arguments, which may lead to undefined behavior and resultant weaknesses."
ACERT,CWE-686,CWE-686 (Function Call With Incorrect Argument Type) is present in a module,"The software calls a function, procedure, or routine, but the caller specifies an argument that is the wrong data type, which may lead to resultant weaknesses."
ACERT,CWE-687,CWE-687 (Function Call With Incorrectly Specified Argument Value) is present in a module,"The software calls a function, procedure, or routine, but the caller specifies an argument that contains the wrong value, which may lead to resultant weaknesses."
